#
#   VizieR Astronomical Server webviz.u-strasbg.fr
#    Date: 2017-10-23T21:20:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VOTx36584	
#INFO	-out.max=unlimited	
#INFO	queryParameters=6	
#-oc.form=D.
#-source=USNO-B1
#-c.ra=314.975125
#-c.dec=7.280722
#-c.bm=22.0000000/22.0000000
#-out.max=unlimited
#
#INFO	-c=314.975125+07.280722,bm=22.000000/22.	
#

#RESOURCE=yCat_1284
#Name: I/284
#Title: The USNO-B1.0 Catalog (Monet+ 2003)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	I_284_out:
#Name: I/284/out
#Title: The Whole-Sky USNO-B1.0 Catalog of 1,045,913,669 sources
#Column	USNO-B1.0	(a12)	Designation of the object (1)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension at Eq=J2000, Ep=J2000 (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination at Eq=J2000, Ep=J2000 (2)	[ucd=pos.eq.dec;meta.main]
#Column	e_RAJ2000	(I3)	Mean error on RAdeg*cos(DEdeg) at Epoch	[ucd=stat.error;pos.eq.ra]
#Column	e_DEJ2000	(I3)	Mean error on DEdeg at Epoch	[ucd=stat.error;pos.eq.dec]
#Column	Epoch	(F6.1)	Mean epoch of observation (2)	[ucd=time.epoch;obs]
#Column	pmRA	(I6)	Proper motion in RA (relative to YS4.0)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(I6)	Proper motion in DE (relative to YS4.0)	[ucd=pos.pm;pos.eq.dec]
#Column	Ndet	(I1)	[0,5] Number of detections (7)	[ucd=meta.number]
#Column	B1mag	(F5.2)	? First blue magnitude	[ucd=phot.mag;em.opt.B]
#Column	R1mag	(F5.2)	? First red magnitude	[ucd=phot.mag;em.opt.R]
#Column	B2mag	(F5.2)	? Second blue magnitude	[ucd=phot.mag;em.opt.B]
#Column	R2mag	(F5.2)	? Second red magnitude	[ucd=phot.mag;em.opt.R]
#Column	Imag	(F5.2)	? Infrared (N) magnitude	[ucd=phot.mag;em.opt.I]
USNO-B1.0	RAJ2000	DEJ2000	e_RAJ2000	e_DEJ2000	Epoch	pmRA	pmDE	Ndet	B1mag	R1mag	B2mag	R2mag	Imag
0971-0668647	314.892725	+07.177775	836	999	1978.3	  -276	  -330	3	20.65	     	21.04	20.96	
0971-0668648	314.893431	+07.120692	 45	295	1992.9	     0	     0	3	     	     	20.84	19.96	19.13
0971-0668649	314.893528	+07.199909	 49	 93	1976.0	    -6	    -4	5	19.60	18.18	18.78	17.71	17.73
0971-0668650	314.894820	+07.112828	102	  5	1981.6	   -12	   -10	4	     	18.60	20.33	18.56	17.71
0971-0668651	314.894839	+07.142034	115	 30	1976.0	     0	     0	5	17.65	15.86	16.73	15.75	15.40
0971-0668652	314.895462	+07.128495	152	158	1976.0	     0	     0	5	20.48	19.59	20.12	19.11	19.06
0971-0668653	314.895464	+07.194892	 42	 80	1976.0	     0	     0	5	18.15	16.77	17.06	16.56	16.28
0971-0668654	314.895578	+07.135200	 53	 63	1976.0	    84	    10	5	19.89	16.71	18.21	16.46	14.97
0971-0668655	314.895653	+07.137864	 84	199	1992.6	     0	     0	2	     	     	     	19.86	19.11
0971-0668656	314.897339	+07.149620	127	 78	1976.0	     0	     0	5	17.90	16.31	16.88	15.96	15.37
0971-0668657	314.897862	+07.158409	 65	 38	1976.0	     0	     0	5	19.84	17.15	18.31	16.91	16.55
0971-0668658	314.898253	+07.113162	300	356	1978.7	     0	     0	3	     	19.98	     	19.91	19.14
0971-0668659	314.898878	+07.104000	 79	164	1976.0	    10	    -2	5	15.14	12.96	14.07	12.98	12.08
0971-0668660	314.899203	+07.105387	999	999	1974.2	     0	     0	2	     	18.62	     	     	18.24
0971-0668661	314.899209	+07.189275	 89	 70	1976.0	     0	     0	5	20.49	19.30	19.87	19.07	18.97
0971-0668662	314.899564	+07.184700	 31	 91	1976.0	     0	     0	5	20.72	19.63	20.73	19.10	18.66
0971-0668663	314.900253	+07.182567	 82	157	1981.6	     0	     0	4	     	19.90	21.47	19.60	18.72
0971-0668664	314.901112	+07.124395	155	111	1981.6	   -18	    22	4	     	19.35	20.94	19.30	17.64
0971-0668665	314.901434	+07.114173	 62	 65	1976.0	     0	     0	5	18.29	17.33	17.60	16.83	16.69
0971-0668666	314.901495	+07.118095	205	193	1982.4	     0	     0	4	     	19.90	20.97	20.32	18.74
0971-0668667	314.902270	+07.189306	 81	111	1977.3	   -22	   -36	3	20.63	     	20.80	20.33	
0971-0668668	314.902656	+07.131923	 84	 61	1976.0	     0	     0	5	15.91	14.12	14.94	14.09	13.34
0971-0668669	314.902725	+07.105703	 95	 85	1976.0	     0	     0	5	20.63	19.02	20.96	19.02	18.24
0971-0668670	314.902787	+07.165320	999	809	1974.2	     0	     0	2	20.71	     	     	     	19.13
0971-0668671	314.902964	+07.126145	118	 36	1976.0	     0	     0	5	20.72	19.47	20.59	19.10	18.64
0971-0668672	314.903120	+07.141303	 43	136	1976.0	    -6	    10	5	19.21	18.37	18.32	17.78	18.00
0971-0668673	314.903598	+07.146253	 60	 58	1976.0	     0	     0	5	16.66	15.12	15.84	14.98	14.55
0971-0668674	314.904198	+07.110659	 84	 68	1976.0	     0	     0	5	17.51	15.88	16.61	15.66	15.14
0971-0668675	314.905298	+07.188612	570	225	1991.1	     0	     0	2	     	     	     	20.54	19.24
0971-0668676	314.905495	+07.199017	 78	160	1976.0	     0	     0	5	20.70	19.26	19.93	19.15	18.47
0971-0668677	314.905820	+07.100675	138	289	1991.1	     0	     0	2	     	     	     	20.25	19.23
0971-0668678	314.907217	+07.139650	 45	 59	1976.0	     4	     8	5	18.08	16.73	17.15	16.39	16.12
0971-0668679	314.907803	+07.172984	262	122	1981.6	   -28	     0	4	     	19.66	21.47	20.13	19.19
0971-0668680	314.908703	+07.134862	148	 99	1976.0	     0	     0	5	20.67	19.57	20.47	20.23	19.08
0971-0668681	314.910634	+07.130245	227	 75	1976.0	    -6	   -12	5	20.50	19.59	20.81	20.04	19.02
0971-0668682	314.910737	+07.152653	198	140	1991.1	     0	     0	2	     	     	     	20.80	19.23
0971-0668683	314.911387	+07.183695	 50	105	1976.0	     0	     0	5	20.37	19.53	19.95	19.28	18.85
0971-0668684	314.911698	+07.167384	 88	 49	1976.0	    -2	    -8	5	17.29	15.46	16.20	15.30	14.78
0971-0668685	314.912725	+07.102842	 25	 59	1978.7	    20	    12	3	     	19.60	     	19.94	18.61
0971-0668686	314.913037	+07.141717	 68	165	1976.0	     8	    10	5	19.92	16.80	18.35	16.54	16.24
0971-0668687	314.913370	+07.157764	 91	109	1976.0	     0	     0	5	19.64	18.56	18.96	17.57	18.24
0971-0668688	314.913898	+07.172609	 79	 77	1976.0	     0	     0	5	20.67	18.97	20.27	18.45	17.49
0971-0668689	314.913973	+07.157339	177	123	1976.0	     0	     0	5	20.17	19.73	19.79	18.49	18.67
0971-0668690	314.915220	+07.183117	317	100	1991.1	     0	     0	2	     	     	     	20.55	19.23
0971-0668691	314.915409	+07.147417	178	214	1990.6	     0	     0	2	     	     	21.06	20.71	
0971-0668692	314.916809	+07.162287	276	296	1978.7	     0	     0	3	     	20.05	     	20.65	19.03
0971-0668693	314.917106	+07.154284	999	627	1991.9	     0	     0	3	     	     	20.81	20.24	19.24
0971-0668694	314.917245	+07.136764	140	144	1976.0	    28	    14	5	16.88	14.75	15.93	14.60	13.73
0971-0668695	314.918103	+07.150709	197	 10	1977.3	    -4	   -24	3	     	19.49	20.92	19.59	
0971-0668696	314.920292	+07.153078	127	 69	1976.0	    -4	    -8	5	17.09	15.71	16.24	15.42	15.02
0971-0668697	314.920737	+07.105939	999	320	1974.2	     0	     0	2	     	19.89	     	     	19.22
0971-0668698	314.921320	+07.116228	136	111	1976.0	   -26	   -20	5	16.60	14.68	15.74	14.66	13.64
0971-0668699	314.921414	+07.197031	 84	 54	1976.0	   -10	   -10	5	17.89	16.49	17.14	16.26	15.95
0971-0668700	314.922287	+07.180459	 86	 81	1976.0	     0	     0	5	17.03	15.60	16.01	15.15	15.00
0971-0668701	314.923487	+07.185762	 95	 27	1976.0	     2	     6	5	16.17	14.95	15.37	14.75	14.37
0971-0668702	314.923875	+07.194156	108	 66	1976.0	     0	     0	5	20.38	18.64	19.55	18.43	18.09
0971-0668703	314.924870	+07.179414	 84	161	1976.0	     0	     0	5	16.69	15.36	15.85	15.10	14.87
0971-0668704	314.925328	+07.108442	241	116	1976.0	     0	     0	5	18.29	15.86	17.41	15.65	15.22
0971-0668705	314.925770	+07.175767	104	 93	1981.6	   -10	    10	4	     	18.57	20.22	18.07	17.57
0971-0668706	314.927003	+07.117906	575	730	1972.2	     0	     0	2	20.72	     	     	20.09	
0971-0668707	314.927006	+07.146362	999	999	1981.6	  -278	  -256	4	20.58	     	21.49	20.54	19.16
0971-0668708	314.927148	+07.117262	337	999	1982.4	     0	     0	4	20.69	     	20.75	19.94	18.99
0971-0668709	314.927356	+07.197028	 64	635	1991.1	     0	     0	2	     	     	     	20.07	19.21
0971-0668710	314.927503	+07.125781	999	211	1981.6	  -444	    10	4	     	20.04	21.35	20.18	19.23
0971-0668711	314.927589	+07.146675	445	183	1978.3	    42	    52	3	     	20.04	20.99	20.71	
0971-0668712	314.927900	+07.122723	109	129	1976.0	   -14	    -8	5	20.02	19.52	19.93	19.18	19.08
0971-0668713	314.928337	+07.160978	 94	 92	1976.0	   -14	    -4	5	17.83	16.00	16.81	15.75	15.45
0971-0668714	314.929945	+07.124175	325	 65	1976.0	     0	     0	5	20.65	19.97	20.89	19.66	19.23
0971-0668715	314.930139	+07.136281	204	131	1982.4	     0	     0	4	     	19.31	20.81	18.66	18.56
0971-0668716	314.930681	+07.167320	201	362	1976.0	     0	     0	5	20.72	19.95	20.08	19.89	19.22
0971-0668717	314.931364	+07.189209	136	 63	1976.0	     0	     0	5	20.65	19.52	20.34	19.67	19.02
0971-0668718	314.931464	+07.119603	 65	114	1976.0	     0	     0	5	20.61	19.88	20.35	19.51	19.06
0971-0668719	314.931500	+07.166037	156	 73	1976.0	    -6	   -10	5	19.89	19.18	19.36	18.61	18.34
0971-0668720	314.931598	+07.154631	191	107	1976.0	     0	     0	5	20.68	19.41	20.09	18.54	18.32
0971-0668721	314.933398	+07.192889	 62	145	1976.0	     0	     0	5	20.66	19.12	20.96	18.77	17.80
0971-0668722	314.933889	+07.158867	259	 45	1991.9	     0	     0	3	     	     	21.07	20.04	19.09
0971-0668723	314.934675	+07.133048	151	129	1982.4	   -26	    54	4	20.73	     	21.06	20.39	18.47
0971-0668724	314.935264	+07.119578	999	327	1981.6	  -398	   140	4	20.68	     	21.34	20.57	19.24
0971-0668725	314.935373	+07.108045	168	278	1976.0	     0	     0	5	20.43	19.63	20.14	19.67	19.10
0971-0668726	314.935775	+07.159456	169	 96	1976.0	     0	     0	5	20.45	19.28	20.21	18.56	18.76
0971-0668727	314.936189	+07.170806	144	135	1981.6	     0	     0	4	     	19.69	20.42	19.49	19.03
0971-0668728	314.936309	+07.111467	150	 39	1976.0	     0	     0	5	19.89	18.81	19.01	18.47	18.58
0971-0668729	314.936892	+07.136398	121	 39	1976.0	   -12	     0	5	20.28	19.18	19.31	18.93	18.70
0971-0668730	314.938928	+07.151425	 56	 95	1976.0	     0	     0	5	20.58	19.64	20.26	19.58	19.12
0971-0668731	314.939356	+07.133589	 91	222	1976.0	     0	     0	5	19.83	18.93	18.72	17.69	18.18
0971-0668732	314.939581	+07.137703	 44	125	1992.6	     0	     0	2	     	     	     	20.10	19.24
0971-0668733	314.939734	+07.116995	125	 69	1976.0	     0	     0	5	20.21	19.20	19.68	18.81	18.56
0971-0668734	314.939767	+07.129287	 48	 71	1976.0	    -8	     8	5	16.91	15.85	16.26	15.61	15.24
0971-0668735	314.939848	+07.134545	125	240	1976.0	     0	     0	5	20.01	18.05	18.79	17.54	17.29
0971-0668736	314.939853	+07.150017	124	203	1981.6	     0	     0	4	     	19.79	21.18	19.98	18.86
0971-0668737	314.940889	+07.179553	 40	 72	1971.4	     0	     0	4	20.62	19.85	20.55	19.74	
0971-0668738	314.940909	+07.193925	284	547	1971.4	     0	     0	4	20.66	19.88	20.59	20.35	
0971-0668739	314.940912	+07.163450	 96	126	1976.0	     0	     0	5	20.73	18.91	20.56	18.56	18.36
0971-0668740	314.941023	+07.160420	176	 22	1976.0	     4	     8	5	18.28	16.34	16.93	16.03	15.94
0971-0668741	314.941800	+07.167334	 29	817	1977.3	     2	   492	3	20.58	     	20.96	20.69	
0971-0668742	314.943212	+07.180648	869	 82	1966.9	  -108	  -368	3	20.52	19.03	20.97	     	
0971-0668743	314.944003	+07.131400	206	 78	1982.4	     0	     0	4	     	19.43	21.05	19.25	18.08
0971-0668744	314.944306	+07.185170	151	157	1976.0	     0	     0	5	20.72	18.73	19.70	17.82	17.51
0971-0668745	314.944489	+07.116039	124	 79	1992.6	     0	     0	2	     	     	     	20.10	18.99
0971-0668746	314.945006	+07.162039	166	177	1982.4	     0	     0	4	     	19.50	20.91	20.32	18.96
0971-0668747	314.945506	+07.172939	138	172	1981.6	   -20	     4	4	     	20.01	21.29	19.61	18.56
0971-0668748	314.945859	+07.128320	999	355	1953.7	     0	     0	2	20.72	20.04	     	     	
0971-0668749	314.945898	+07.104467	132	123	1976.0	     0	     0	5	19.02	17.32	18.02	17.11	16.90
0971-0668750	314.946517	+07.137720	 86	 92	1976.0	     0	     0	5	15.99	13.74	14.99	13.64	12.82
0971-0668751	314.946964	+07.139053	999	999	1970.7	     0	     0	2	     	19.50	     	15.58	
0971-0668752	314.947739	+07.138975	221	232	1976.6	     0	     0	5	19.65	16.28	18.18	16.69	16.87
0971-0668753	314.948223	+07.145737	 89	185	1990.5	     0	     0	2	     	     	21.05	19.74	
0971-0668754	314.948648	+07.170373	 39	 83	1976.0	     0	     0	5	18.40	17.01	17.41	16.53	16.19
0971-0668755	314.948703	+07.145637	639	479	1990.6	     0	     0	2	     	     	20.61	19.97	
0971-0668756	314.948825	+07.167862	 29	131	1981.6	   -16	    -4	4	     	19.77	20.44	19.88	19.19
0971-0668757	314.949053	+07.120973	 39	135	1976.0	    -6	    -6	5	19.45	17.90	18.60	17.25	16.86
0971-0668758	314.949167	+07.145834	 84	301	1971.4	     0	     0	4	20.64	19.89	20.73	20.15	
0971-0668759	314.950798	+07.173798	 98	 28	1971.4	     0	     0	4	20.57	19.93	20.63	19.95	
0971-0668760	314.951281	+07.156303	 91	123	1976.0	   -12	     2	5	16.61	15.04	15.70	14.86	14.41
0971-0668761	314.953562	+07.143756	 89	395	1991.1	     0	     0	2	     	     	     	20.96	19.24
0971-0668762	314.953712	+07.157781	 67	 82	1976.0	     0	     0	5	18.75	17.73	17.92	17.27	17.68
0971-0668763	314.954278	+07.104839	 91	105	1976.0	     0	     0	5	18.37	16.37	17.03	16.06	15.76
0971-0668764	314.954464	+07.148923	 68	182	1976.0	   -14	    -4	5	18.87	17.59	17.82	17.24	17.42
0971-0668765	314.955200	+07.180706	276	123	1976.0	    -4	    12	5	20.24	18.62	19.92	18.69	18.13
0971-0668766	314.955348	+07.187656	109	157	1976.0	     0	     0	5	18.92	17.93	17.89	17.06	17.19
0971-0668767	314.955600	+07.136445	150	133	1982.4	     0	     0	4	     	19.89	20.98	20.16	19.15
0971-0668768	314.955695	+07.135950	999	189	1972.1	     0	     0	2	     	19.77	21.41	     	
0971-0668769	314.955859	+07.176328	135	 97	1976.0	   -16	    12	5	16.10	14.61	15.15	14.39	13.72
0971-0668770	314.956053	+07.195328	 57	161	1976.0	   -10	     0	5	20.34	19.40	19.73	19.04	18.96
0971-0668771	314.956503	+07.151156	106	 43	1976.0	     6	     2	5	18.02	15.90	16.84	15.82	15.45
0971-0668772	314.957784	+07.113025	214	999	1990.9	     0	     0	3	     	     	21.26	20.24	19.10
0971-0668773	314.958184	+07.113945	 90	 62	1976.0	    -4	     8	5	20.17	18.91	19.76	18.32	18.06
0971-0668774	314.959281	+07.143387	183	 30	1992.0	     0	     0	2	     	     	21.09	20.05	
0971-0668775	314.959742	+07.198170	 44	999	1977.3	   126	   526	3	     	19.97	20.85	20.90	
0971-0668776	314.961281	+07.135770	 57	101	1976.0	     0	    12	5	17.51	15.34	16.48	15.30	14.77
0971-0668777	314.962525	+07.187378	183	 76	1976.0	     0	     0	5	20.72	19.35	20.28	18.81	18.76
0971-0668778	314.964867	+07.131225	 49	 26	1976.0	     0	     0	5	17.22	15.49	16.24	15.30	15.05
0971-0668779	314.965095	+07.163603	 94	999	1972.1	     0	     0	2	     	19.11	21.44	     	
0971-0668780	314.965137	+07.158087	 33	220	1990.9	   -42	    20	3	     	     	20.25	18.88	18.67
0971-0668781	314.965514	+07.158395	403	859	1976.6	     0	     0	5	20.61	19.31	19.97	20.12	19.10
0971-0668782	314.965539	+07.174734	 21	 72	1976.0	     0	     0	5	18.66	17.10	17.61	16.79	16.47
0971-0668783	314.965623	+07.186428	999	999	1967.3	   222	   -88	3	20.73	19.70	     	     	19.14
0971-0668784	314.967350	+07.191842	260	229	1976.0	     0	     0	5	20.68	19.00	19.12	18.22	18.86
0971-0668785	314.967650	+07.105470	103	143	1976.0	     0	     0	5	19.92	17.76	19.29	17.20	16.84
0971-0668786	314.967803	+07.195448	 96	284	1977.3	    18	   -12	3	20.46	     	20.55	20.29	
0971-0668787	314.968225	+07.164959	276	 70	1982.4	    -8	    14	4	     	19.84	21.09	19.89	19.07
0971-0668788	314.968812	+07.192778	173	 78	1976.0	    -6	     8	5	17.82	16.29	16.83	15.97	15.62
0971-0668789	314.968900	+07.147603	 44	409	1992.6	     0	     0	2	     	     	     	19.88	18.90
0971-0668790	314.969292	+07.157773	277	162	1991.9	     0	     0	3	     	     	21.07	20.13	19.22
0971-0668791	314.969612	+07.152150	 34	103	1976.0	   -12	     0	5	20.35	18.86	20.04	18.64	18.34
0971-0668792	314.969848	+07.126053	162	 88	1976.0	   -10	    -8	5	19.62	18.44	18.37	17.42	17.84
0971-0668793	314.969945	+07.198778	100	 42	1976.0	     0	     0	5	19.66	19.05	18.98	18.42	18.38
0971-0668794	314.970245	+07.125753	530	999	1992.9	     0	     0	3	     	     	18.53	19.62	18.41
0971-0668795	314.971609	+07.168545	279	 41	1978.3	     0	   -26	3	     	19.94	21.09	20.20	
0971-0668796	314.971850	+07.135356	155	 73	1976.0	     0	     0	5	19.91	18.04	19.25	17.76	17.39
0971-0668797	314.972042	+07.126442	108	 75	1976.0	     0	     0	5	20.52	19.65	20.27	19.03	19.14
0971-0668798	314.972373	+07.188192	100	104	1976.0	   -10	    -2	5	20.65	19.25	20.78	18.93	18.37
0971-0668799	314.973467	+07.192625	 28	 54	1976.0	    -4	    -4	5	17.83	16.24	16.88	16.01	15.82
0971-0668800	314.974439	+07.143134	248	499	1990.9	    68	    38	3	     	     	20.21	19.60	19.00
0971-0668801	314.975200	+07.117431	362	396	1979.7	   118	  -138	3	     	19.89	     	20.10	18.94
0971-0668802	314.975403	+07.107339	330	999	1978.3	   106	   190	3	     	20.05	20.92	20.62	
0971-0668803	314.975862	+07.105770	123	148	1976.0	   -14	    -4	5	18.97	18.07	18.01	17.48	17.86
0971-0668804	314.976698	+07.127478	106	388	1978.7	   -16	    16	3	     	19.84	     	19.51	18.83
0971-0668805	314.976912	+07.108239	198	  5	1990.6	     0	     0	2	     	     	20.90	20.73	
0971-0668806	314.977603	+07.176878	190	130	1981.6	     0	     0	4	     	19.71	21.34	19.84	18.84
0971-0668807	314.977628	+07.199214	 63	124	1976.0	     0	     0	5	20.37	19.47	19.81	19.01	18.59
0971-0668808	314.978498	+07.166981	194	 84	1976.0	    -2	    -8	5	19.10	17.18	17.88	16.68	16.64
0971-0668809	314.978528	+07.100614	 96	186	1976.0	   -14	    -4	5	18.06	16.80	17.00	16.48	16.10
0971-0668810	314.979867	+07.189614	 41	 61	1976.0	     0	     0	5	18.44	17.29	17.43	16.95	16.56
0971-0668811	314.981956	+07.184720	150	720	1979.7	  -148	  -370	3	     	20.05	     	20.10	18.99
0971-0668812	314.982114	+07.123170	150	 75	1977.3	     0	     0	3	20.63	     	20.12	20.48	
0971-0668813	314.982359	+07.198223	340	 80	1982.4	    20	    22	4	     	19.49	21.00	19.90	18.73
0971-0668814	314.982867	+07.118517	253	 20	1992.6	     0	     0	2	     	     	     	20.10	18.73
0971-0668815	314.982995	+07.136100	124	185	1992.6	     0	     0	2	     	     	     	19.89	18.97
0971-0668816	314.983023	+07.130753	 66	 82	1976.0	     0	     0	5	20.15	18.96	19.51	18.25	17.95
0971-0668817	314.983345	+07.105375	607	195	1982.4	    38	   -30	4	20.63	     	20.93	19.68	19.07
0971-0668818	314.983445	+07.180723	 28	 53	1976.0	     0	     0	5	17.78	16.01	16.58	15.61	15.45
0971-0668819	314.985120	+07.161114	426	194	1991.1	     0	     0	2	     	     	     	20.27	19.17
0971-0668820	314.985445	+07.165906	107	163	1976.0	   -10	     0	5	17.09	15.73	16.20	15.51	14.84
0971-0668821	314.986425	+07.161206	999	 47	1977.3	  -530	  -138	3	     	19.72	21.32	19.92	
0971-0668822	314.987389	+07.116792	 41	117	1977.3	    -4	   -16	3	     	19.59	21.04	20.63	
0971-0668823	314.987425	+07.117862	 54	176	1978.3	     6	    -4	3	     	19.88	21.04	20.49	
0971-0668824	314.987575	+07.116734	579	999	1979.3	    66	  -206	3	20.40	     	20.87	19.32	
0971-0668825	314.988270	+07.190117	 98	128	1981.6	     0	     0	4	     	19.90	20.90	20.05	19.20
0971-0668826	314.989317	+07.199337	  8	 24	1981.6	    10	    -6	4	     	19.40	21.29	19.46	18.56
0971-0668827	314.990067	+07.126500	114	276	1991.9	     0	     0	3	     	     	21.03	19.22	18.46
0971-0668828	314.990398	+07.195242	 64	 83	1976.0	    -6	    -4	5	18.13	16.57	17.20	16.39	16.22
0971-0668829	314.991270	+07.184748	327	194	1990.6	     0	     0	2	     	     	21.10	20.96	
0971-0668830	314.991564	+07.139195	103	 94	1976.0	     0	     0	5	19.68	18.39	18.28	17.94	17.61
0971-0668831	314.992898	+07.163714	 98	155	1982.4	   -20	    12	4	     	19.51	21.09	20.12	19.16
0971-0668832	314.993417	+07.104703	189	170	1976.0	     0	     0	5	20.49	19.69	20.57	19.83	19.06
0971-0668833	314.994528	+07.168595	189	105	1982.4	     0	     0	4	     	19.89	21.07	19.76	18.55
0971-0668834	314.994737	+07.173953	 92	 98	1976.0	     8	     8	5	18.30	16.63	17.28	16.46	16.32
0971-0668835	314.995937	+07.123695	200	288	1981.6	     0	     0	4	     	19.87	21.21	20.08	19.20
0971-0668836	314.995992	+07.133509	173	350	1991.1	     0	     0	2	     	     	     	20.96	19.12
0971-0668837	314.996262	+07.106395	117	 96	1976.0	     0	     0	5	20.48	19.57	20.07	19.48	19.05
0971-0668838	314.996353	+07.140256	152	 45	1978.3	    18	   -36	3	20.73	     	20.79	20.53	
0971-0668839	314.996623	+07.153695	144	102	1976.0	     0	     0	5	20.40	19.16	19.82	18.73	18.64
0971-0668840	314.997625	+07.163698	 37	114	1976.0	    -8	    -4	5	20.06	17.12	18.80	16.86	16.24
0971-0668841	314.998670	+07.101662	 91	 57	1976.0	     0	     0	5	20.01	19.15	19.21	18.74	18.37
0971-0668842	315.000753	+07.178198	106	538	1978.3	     0	     0	3	20.69	     	20.97	20.08	
0971-0668843	315.001003	+07.158264	136	118	1976.0	     0	     0	5	20.51	19.10	20.05	19.36	18.74
0971-0668844	315.001167	+07.107495	 79	314	1990.5	     0	     0	2	     	     	21.44	20.10	
0971-0668845	315.001964	+07.142895	 14	 90	1991.1	     0	     0	2	     	     	     	20.96	19.07
0971-0668846	315.002800	+07.122506	129	 81	1976.0	   -14	     4	5	20.27	19.50	19.56	18.66	18.76
0971-0668847	315.003525	+07.133223	 22	  5	1978.7	    -6	     8	3	     	20.05	     	20.21	18.90
0971-0668848	315.003700	+07.183589	661	 38	1981.6	   166	     2	4	     	20.05	21.05	19.65	17.93
0971-0668849	315.003778	+07.171520	 94	 25	1989.0	     0	     0	2	     	     	21.41	20.96	
0971-0668850	315.003798	+07.145359	139	159	1976.0	     0	     0	5	20.44	19.90	20.38	19.53	19.04
0971-0668851	315.005114	+07.154525	 14	239	1970.7	     0	     0	2	     	20.00	     	20.76	
0971-0668852	315.005212	+07.189034	200	 25	1976.0	   -10	     2	5	19.70	18.92	18.75	18.56	18.48
0971-0668853	315.005473	+07.117850	687	322	1981.6	     0	     0	4	     	19.36	18.76	17.52	17.25
0971-0668854	315.005478	+07.157800	330	 49	1981.6	     0	     0	4	     	19.76	21.32	19.87	18.16
0971-0668855	315.006542	+07.125403	210	 83	1981.6	   -32	     6	4	     	19.45	21.87	19.94	18.85
0971-0668856	315.006703	+07.110831	129	 40	1989.0	     0	     0	2	     	     	21.49	20.09	
0971-0668857	315.006834	+07.117389	100	 87	1976.0	   -14	     4	5	16.22	14.64	15.39	14.38	13.81
0971-0668858	315.007225	+07.156878	843	999	1982.4	  -218	   332	4	     	20.04	21.10	20.24	18.65
0971-0668859	315.009134	+07.140198	 88	250	1976.0	   -22	   -10	5	20.55	19.63	19.60	19.25	18.79
0971-0668860	315.010589	+07.189989	 46	 50	1976.0	    -6	    12	5	17.82	16.43	16.89	16.12	15.76
0971-0668861	315.010692	+07.134281	 45	 47	1976.0	     0	     0	5	15.06	13.64	14.29	13.67	12.87
0971-0668862	315.011250	+07.192650	 94	152	1976.0	     0	     0	5	20.57	18.98	20.16	18.41	17.68
0971-0668863	315.012392	+07.192814	 59	999	1970.7	     0	     0	2	20.68	     	     	17.55	
0971-0668864	315.012800	+07.193081	230	258	1982.3	     0	     0	4	     	19.13	21.17	18.74	18.08
0971-0668865	315.012812	+07.130450	120	126	1976.0	   -18	   -14	5	16.65	15.17	15.86	15.14	14.55
0971-0668866	315.014367	+07.160275	 57	 51	1976.0	     0	     0	5	19.36	18.20	18.43	18.03	18.12
0971-0668867	315.014734	+07.178164	 72	 36	1976.0	     0	     0	5	18.99	18.16	18.10	17.41	17.50
0971-0668868	315.015545	+07.133089	209	168	1976.0	     0	     0	5	20.73	19.95	21.11	20.43	19.23
0971-0668869	315.015939	+07.184300	125	238	1976.0	    14	     0	5	20.25	17.87	19.53	17.47	16.55
0971-0668870	315.016306	+07.132087	224	210	1972.1	     0	     0	4	20.66	19.78	20.89	20.10	
0971-0668871	315.016367	+07.117023	223	115	1991.1	     0	     0	2	     	     	     	20.55	18.81
0971-0668872	315.016989	+07.147195	115	160	1976.0	     0	     0	5	20.48	19.18	19.93	18.80	18.51
0971-0668873	315.017017	+07.174039	 67	 77	1976.0	     0	     0	5	19.91	19.22	19.08	18.68	18.74
0971-0668874	315.017484	+07.102653	 90	236	1981.6	   -12	    -2	4	     	19.49	20.98	19.00	18.60
0971-0668875	315.017898	+07.161362	 56	 25	1976.0	     0	     0	5	19.11	17.63	18.03	17.32	17.24
0971-0668876	315.017964	+07.132856	 90	161	1983.1	   -38	     4	4	     	19.85	20.95	19.87	18.41
0971-0668877	315.018334	+07.106284	808	 74	1970.7	     0	     0	2	     	19.98	     	20.78	
0971-0668878	315.018725	+07.193798	 69	 79	1976.0	     0	     0	5	18.31	17.16	17.39	16.66	16.55
0971-0668879	315.018775	+07.146873	180	150	1976.0	    -4	    16	5	20.60	19.40	20.63	19.46	18.99
0971-0668880	315.019345	+07.164473	276	173	1978.7	     0	     0	3	     	19.61	     	20.22	18.24
0971-0668881	315.020123	+07.137195	 98	200	1981.6	   -22	     4	4	     	19.53	21.28	19.80	18.06
